phonome1,phonome2,distance
gy,b,0.2857142857142857
gy,by,0.14285714285714285
gy,p,0.42857142857142855
gy,py,0.2857142857142857
gy,m,0.5714285714285714
gy,my,0.42857142857142855
gy,f,0.5714285714285714
gy,w,0.5714285714285714
gy,d,0.2857142857142857
gy,dy,0.14285714285714285
gy,t,0.42857142857142855
gy,ts,0.5714285714285714
gy,ch,0.42857142857142855
gy,s,0.5714285714285714
gy,sh,0.42857142857142855
gy,z,0.42857142857142855
gy,j,0.2857142857142857
gy,n,0.5714285714285714
gy,ny,0.42857142857142855
gy,r,0.42857142857142855
gy,ry,0.2857142857142857
gy,y,0.2857142857142857
gy,k,0.2857142857142857
gy,ky,0.14285714285714285
gy,g,0.14285714285714285
gy,gy,0.0
gy,h,0.5714285714285714
gy,hy,0.42857142857142855
gy,sp,1.0
h,b,0.42857142857142855
h,by,0.5714285714285714
h,p,0.2857142857142857
h,py,0.42857142857142855
h,m,0.7142857142857143
h,my,0.8571428571428571
h,f,0.14285714285714285
h,w,0.42857142857142855
h,d,0.42857142857142855
h,dy,0.5714285714285714
h,t,0.2857142857142857
h,ts,0.42857142857142855
h,ch,0.5714285714285714
h,s,0.14285714285714285
h,sh,0.2857142857142857
h,z,0.2857142857142857
h,j,0.7142857142857143
h,n,0.7142857142857143
h,ny,0.8571428571428571
h,r,0.5714285714285714
h,ry,0.7142857142857143
h,y,0.5714285714285714
h,k,0.2857142857142857
h,ky,0.42857142857142855
h,g,0.42857142857142855
h,gy,0.5714285714285714
h,h,0.0
h,hy,0.14285714285714285
h,sp,1.0
hy,b,0.5714285714285714
hy,by,0.42857142857142855
hy,p,0.42857142857142855
hy,py,0.2857142857142857
hy,m,0.8571428571428571
hy,my,0.7142857142857143
hy,f,0.2857142857142857
hy,w,0.5714285714285714
hy,d,0.5714285714285714
hy,dy,0.42857142857142855
hy,t,0.42857142857142855
hy,ts,0.5714285714285714
hy,ch,0.42857142857142855
hy,s,0.2857142857142857
hy,sh,0.14285714285714285
hy,z,0.42857142857142855
hy,j,0.5714285714285714
hy,n,0.8571428571428571
hy,ny,0.7142857142857143
hy,r,0.7142857142857143
hy,ry,0.5714285714285714
hy,y,0.42857142857142855
hy,k,0.42857142857142855
hy,ky,0.2857142857142857
hy,g,0.5714285714285714
hy,gy,0.42857142857142855
hy,h,0.14285714285714285
hy,hy,0.0
hy,sp,1.0
sp,b,1.0
sp,by,1.0
sp,p,1.0
sp,py,1.0
sp,m,1.0
sp,my,1.0
sp,f,1.0
sp,w,1.0
sp,d,1.0
sp,dy,1.0
sp,t,1.0
sp,ts,1.0
sp,ch,1.0
sp,s,1.0
sp,sh,1.0
sp,z,1.0
sp,j,1.0
sp,n,1.0
sp,ny,1.0
sp,r,1.0
sp,ry,1.0
sp,y,1.0
sp,k,1.0
sp,ky,1.0
sp,g,1.0
sp,gy,1.0
sp,h,1.0
sp,hy,1.0
sp,sp,0.0
